work_order_id,response_sequence,responded_date,satisfaction_score
WO-008038,1,2019-06-27,9
WO-008039,1,2019-07-14,5
WO-008039,2,2019-08-12,9
WO-008040,1,2019-06-27,8
WO-008041,1,2019-07-02,7
WO-008043,1,2019-07-01,9
WO-008044,1,2019-07-03,10
WO-008046,1,2019-06-22,6
WO-008047,1,2019-06-22,10
WO-008049,1,2019-06-23,7
WO-008050,1,2019-07-02,5
WO-008052,1,2019-06-27,7
WO-008054,1,2019-06-24,6
WO-008056,1,2019-07-05,7
WO-008057,1,2019-06-20,9
WO-008062,1,2019-06-27,7
WO-008063,1,2019-07-26,3
WO-008064,1,2019-07-06,7
WO-008066,1,2019-07-06,10
WO-008067,1,2019-07-10,9
WO-008071,1,2019-07-08,9
WO-008074,1,2019-07-03,8
WO-008075,1,2019-06-29,7
WO-008076,1,2019-07-13,9
WO-008077,1,2019-06-30,6
WO-008078,1,2019-07-01,10
WO-008080,1,2019-06-28,7
WO-008082,1,2019-06-27,6
WO-008084,1,2019-06-28,9
WO-008085,1,2019-06-28,7
WO-008091,1,2019-07-02,9
WO-008093,1,2019-07-02,9
WO-008094,1,2019-06-22,6
WO-008096,1,2019-06-22,7
WO-008097,1,2019-07-08,6
WO-008099,1,2019-07-30,6
WO-008101,1,2019-07-05,10
WO-008103,1,2019-07-10,4
WO-008103,2,2019-08-06,6
WO-008104,1,2019-07-15,5
WO-008107,1,2019-07-08,10
WO-008108,1,2019-07-08,8
WO-008110,1,2019-06-26,8
WO-008111,1,2019-07-18,6
WO-008114,1,2019-07-15,8
WO-008117,1,2019-06-22,9
WO-008119,1,2019-06-27,6
WO-008120,1,2019-07-20,7
WO-008122,1,2019-07-17,8
WO-008123,1,2019-07-16,8
WO-008125,1,2019-07-15,8
WO-008127,1,2019-07-08,6
WO-008128,1,2019-06-29,9
WO-008130,1,2019-07-13,9
WO-008131,1,2019-07-17,7
WO-008131,2,2019-08-03,6
WO-008132,1,2019-06-30,10
WO-008141,1,2019-07-09,7
WO-008145,1,2019-07-13,9
WO-008147,1,2019-07-01,9
WO-008149,1,2019-06-28,7
WO-008150,1,2019-06-29,9
WO-008152,1,2019-07-09,8
WO-008154,1,2019-06-29,5
WO-008154,2,2019-07-18,8
WO-008155,1,2019-07-26,6
WO-008155,2,2019-08-02,6
WO-008157,1,2019-07-07,9
WO-008157,2,2019-08-02,9
WO-008158,1,2019-06-30,6
WO-008159,1,2019-06-28,8
WO-008161,1,2019-07-09,7
WO-008162,1,2019-07-01,9
WO-008164,1,2019-07-15,5
WO-008164,2,2019-08-09,8
WO-008166,1,2019-07-15,10
WO-008168,1,2019-07-25,9
WO-008170,1,2019-08-05,6
WO-008170,2,2019-08-22,6
WO-008171,1,2019-07-18,6
WO-008171,2,2019-08-11,6
WO-008172,1,2019-07-07,6
WO-008173,1,2019-07-19,5
WO-008174,1,2019-07-20,9
WO-008177,1,2019-07-04,9
WO-008179,1,2019-07-16,10
WO-008180,1,2019-07-18,9
WO-008182,1,2019-07-21,10
WO-008183,1,2019-07-11,10
WO-008184,1,2019-07-14,7
WO-008185,1,2019-07-24,7
WO-008188,1,2019-07-17,5
WO-008189,1,2019-07-21,9
WO-008191,1,2019-07-11,10
WO-008199,1,2019-07-15,9
WO-008202,1,2019-07-14,8
WO-008207,1,2019-07-17,9
WO-008210,1,2019-07-05,7
WO-008212,1,2019-07-17,8
WO-008213,1,2019-07-13,8
WO-008214,1,2019-07-10,9
WO-008216,1,2019-07-17,2
WO-008216,2,2019-08-14,6
WO-008217,1,2019-07-29,6
WO-008219,1,2019-07-13,8
WO-008223,1,2019-07-13,9
WO-008224,1,2019-07-09,10
WO-008225,1,2019-07-22,9
WO-008227,1,2019-07-14,10
WO-008231,1,2019-07-19,8
WO-008240,1,2019-07-16,9
WO-008241,1,2019-07-20,5
WO-008241,2,2019-08-08,7
WO-008244,1,2019-07-21,6
WO-008245,1,2019-08-04,10
WO-008247,1,2019-08-03,7
WO-008248,1,2019-07-30,7
WO-008249,1,2019-07-07,7
WO-008250,1,2019-07-14,10
WO-008252,1,2019-08-03,7
WO-008257,1,2019-07-26,8
WO-008259,1,2019-07-20,6
WO-008262,1,2019-07-12,9
WO-008262,2,2019-08-07,8
WO-008264,1,2019-07-17,6
WO-008265,1,2019-07-31,7
WO-008269,1,2019-07-18,8
WO-008270,1,2019-08-07,6
WO-008271,1,2019-07-15,6
WO-008272,1,2019-08-02,7
WO-008273,1,2019-07-18,8
WO-008274,1,2019-07-26,9
WO-008276,1,2019-07-27,8
WO-008278,1,2019-07-23,10
WO-008283,1,2019-07-17,10
WO-008283,2,2019-08-09,10
WO-008284,1,2019-07-18,10
WO-008286,1,2019-07-31,5
WO-008286,2,2019-08-10,8
WO-008287,1,2019-07-18,9
WO-008289,1,2019-07-28,9
WO-008293,1,2019-07-21,10
WO-008294,1,2019-07-18,9
WO-008297,1,2019-07-25,6
WO-008299,1,2019-08-02,9
WO-008303,1,2019-07-23,6
WO-008305,1,2019-07-19,9
WO-008306,1,2019-07-20,7
WO-008307,1,2019-07-25,7
WO-008308,1,2019-07-31,5
WO-008308,2,2019-08-16,9
WO-008309,1,2019-07-20,9
WO-008310,1,2019-07-21,7
WO-008311,1,2019-07-10,6
WO-008313,1,2019-07-24,7
WO-008314,1,2019-08-25,6
WO-008316,1,2019-07-27,9
WO-008319,1,2019-07-18,8
WO-008322,1,2019-08-08,9
WO-008328,1,2019-08-15,4
WO-008328,2,2019-08-26,9
WO-008329,1,2019-08-09,7
WO-008331,1,2019-07-15,10
WO-008332,1,2019-07-24,4
WO-008333,1,2019-07-22,6
WO-008335,1,2019-07-31,4
WO-008338,1,2019-08-09,6
WO-008340,1,2019-07-31,7
WO-008341,1,2019-08-10,4
WO-008342,1,2019-07-27,8
WO-008344,1,2019-07-21,6
WO-008346,1,2019-08-06,8
WO-008348,1,2019-07-23,7
WO-008348,2,2019-08-10,7
WO-008351,1,2019-07-17,10
WO-008353,1,2019-08-04,9
WO-008355,1,2019-07-18,8
WO-008363,1,2019-07-26,7
WO-008363,2,2019-08-04,8
WO-008364,1,2019-08-02,8
WO-008365,1,2019-07-18,7
WO-008366,1,2019-08-17,4
WO-008366,2,2019-09-13,8
WO-008367,1,2019-08-02,8
WO-008368,1,2019-08-10,8
WO-008370,1,2019-07-14,5
WO-008372,1,2019-07-31,8
WO-008373,1,2019-07-20,10
WO-008374,1,2019-08-13,5
WO-008374,2,2019-08-23,9
WO-008376,1,2019-07-21,8
WO-008378,1,2019-08-07,5
WO-008378,2,2019-08-26,9
WO-008380,1,2019-07-29,7
WO-008383,1,2019-08-04,10
WO-008384,1,2019-08-02,9
WO-008385,1,2019-07-16,10
WO-008387,1,2019-07-30,8
WO-008388,1,2019-08-16,5
WO-008388,2,2019-08-29,8
WO-008389,1,2019-07-25,8
WO-008390,1,2019-08-14,8
WO-008400,1,2019-08-12,8
WO-008402,1,2019-08-25,4
WO-008403,1,2019-08-11,8
WO-008405,1,2019-08-03,9
WO-008406,1,2019-08-05,10
WO-008410,1,2019-07-28,9
WO-008415,1,2019-08-08,8
WO-008417,1,2019-07-22,7
WO-008419,1,2019-08-02,9
WO-008420,1,2019-07-31,10
WO-008421,1,2019-08-04,8
WO-008425,1,2019-08-03,9
WO-008428,1,2019-08-16,6
WO-008430,1,2019-08-01,8
WO-008432,1,2019-08-06,6
WO-008435,1,2019-08-17,4
WO-008435,2,2019-09-10,7
WO-008439,1,2019-07-30,7
WO-008441,1,2019-07-28,8
WO-008442,1,2019-07-31,7
WO-008445,1,2019-08-19,8
WO-008448,1,2019-08-16,8
WO-008450,1,2019-08-16,10
WO-008454,1,2019-07-29,8
WO-008455,1,2019-08-17,7
WO-008456,1,2019-08-14,2
WO-008457,1,2019-08-06,10
WO-008458,1,2019-08-08,9
WO-008461,1,2019-08-16,9
WO-008462,1,2019-08-10,10
WO-008463,1,2019-08-03,6
WO-008465,1,2019-07-30,5
WO-008465,2,2019-08-13,8
WO-008466,1,2019-08-09,5
WO-008466,2,2019-08-27,6
WO-008467,1,2019-08-12,9
WO-008469,1,2019-08-04,5
WO-008469,2,2019-08-14,8
WO-008471,1,2019-08-10,9
WO-008472,1,2019-08-18,6
WO-008476,1,2019-08-15,8
WO-008479,1,2019-08-16,8
WO-008483,1,2019-08-20,9
WO-008486,1,2019-08-20,10
WO-008488,1,2019-07-31,8
WO-008490,1,2019-08-07,9
WO-008490,2,2019-08-25,8
WO-008492,1,2019-08-09,10
WO-008493,1,2019-08-22,7
WO-008496,1,2019-08-12,6
WO-008497,1,2019-08-10,10
WO-008498,1,2019-08-22,7
WO-008499,1,2019-08-21,9
WO-008502,1,2019-08-20,7
WO-008503,1,2019-08-05,8
WO-008504,1,2019-08-13,8
WO-008505,1,2019-08-21,8
WO-008506,1,2019-08-17,9
WO-008509,1,2019-08-14,10
WO-008512,1,2019-08-18,7
WO-008513,1,2019-08-19,9
WO-008515,1,2019-08-10,9
WO-008515,2,2019-08-26,8
WO-008517,1,2019-08-31,4
WO-008517,2,2019-09-20,7
WO-008518,1,2019-08-19,9
WO-008519,1,2019-08-01,10
WO-008520,1,2019-08-09,6
WO-008522,1,2019-08-18,5
WO-008522,2,2019-09-15,9
WO-008524,1,2019-08-12,10
WO-008527,1,2019-08-20,10
WO-008529,1,2019-08-08,9
WO-008530,1,2019-08-08,8
WO-008531,1,2019-08-13,7
WO-008534,1,2019-08-04,8
WO-008535,1,2019-08-11,6
WO-008537,1,2019-08-21,3
WO-008539,1,2019-08-22,8
WO-008540,1,2019-08-26,8
WO-008542,1,2019-08-27,5
WO-008542,2,2019-09-18,10
WO-008544,1,2019-09-05,6
WO-008545,1,2019-08-17,7
WO-008546,1,2019-08-27,7
WO-008548,1,2019-09-05,9
WO-008549,1,2019-08-12,6
WO-008550,1,2019-08-16,8
WO-008555,1,2019-08-12,9
WO-008556,1,2019-09-04,3
WO-008556,2,2019-09-24,7
WO-008557,1,2019-08-11,5
WO-008557,2,2019-08-28,8
WO-008562,1,2019-08-19,7
WO-008565,1,2019-08-23,8
WO-008565,2,2019-09-11,8
WO-008567,1,2019-08-24,7
WO-008569,1,2019-08-15,10
WO-008570,1,2019-08-23,5
WO-008570,2,2019-09-01,10
WO-008571,1,2019-08-25,7
WO-008573,1,2019-09-01,6
WO-008577,1,2019-08-08,9
WO-008579,1,2019-08-14,6
WO-008580,1,2019-08-09,8
WO-008582,1,2019-08-18,7
WO-008582,2,2019-09-09,8
WO-008583,1,2019-08-26,7
WO-008584,1,2019-08-13,8
WO-008587,1,2019-08-26,8
WO-008588,1,2019-08-10,6
WO-008592,1,2019-08-23,9
WO-008593,1,2019-08-19,5
WO-008593,2,2019-09-10,7
WO-008594,1,2019-08-18,7
WO-008595,1,2019-08-25,9
WO-008596,1,2019-08-27,8
WO-008598,1,2019-08-21,10
WO-008599,1,2019-08-28,8
WO-008604,1,2019-08-29,8
WO-008605,1,2019-08-29,9
WO-008605,2,2019-09-22,9
WO-008611,1,2019-08-26,5
WO-008611,2,2019-09-06,9
WO-008613,1,2019-09-01,6
WO-008614,1,2019-09-10,3
WO-008614,2,2019-10-06,6
WO-008615,1,2019-08-24,6
WO-008617,1,2019-08-25,9
WO-008618,1,2019-08-29,7
WO-008619,1,2019-08-23,7
WO-008620,1,2019-08-15,8
WO-008621,1,2019-09-08,5
WO-008621,2,2019-09-18,9
WO-008622,1,2019-09-01,9
WO-008623,1,2019-08-26,7
WO-008631,1,2019-09-06,10
WO-008632,1,2019-08-24,8
WO-008633,1,2019-08-30,5
WO-008635,1,2019-08-31,10
WO-008636,1,2019-08-22,10
WO-008637,1,2019-09-02,9
WO-008641,1,2019-08-29,10
WO-008642,1,2019-08-26,10
WO-008645,1,2019-08-26,10
WO-008645,2,2019-09-08,9
WO-008647,1,2019-08-24,8
WO-008650,1,2019-08-21,6
WO-008652,1,2019-09-04,10
WO-008653,1,2019-08-28,8
WO-008657,1,2019-09-04,10
WO-008660,1,2019-08-26,7
WO-008661,1,2019-08-20,9
WO-008664,1,2019-08-14,6
WO-008666,1,2019-08-27,7
WO-008668,1,2019-09-03,8
WO-008669,1,2019-08-22,9
WO-008669,2,2019-09-07,8
WO-008670,1,2019-08-31,9
WO-008670,2,2019-09-13,8
WO-008672,1,2019-08-26,9
WO-008673,1,2019-08-13,8
WO-008677,1,2019-09-11,3
WO-008679,1,2019-08-16,9
WO-008681,1,2019-09-15,10
WO-008685,1,2019-08-22,9
WO-008689,1,2019-09-01,8
WO-008690,1,2019-09-06,8
WO-008691,1,2019-09-18,5
WO-008691,2,2019-10-13,8
WO-008694,1,2019-08-25,7
WO-008694,2,2019-09-19,7
WO-008695,1,2019-08-20,7
WO-008698,1,2019-08-19,9
WO-008700,1,2019-09-01,8
WO-008703,1,2019-09-14,8
WO-008705,1,2019-08-23,9
WO-008708,1,2019-08-24,8
WO-008710,1,2019-08-31,6
WO-008712,1,2019-08-28,7
WO-008713,1,2019-08-19,10
WO-008716,1,2019-09-03,8
WO-008717,1,2019-09-09,8
WO-008721,1,2019-09-07,6
WO-008722,1,2019-08-29,9
WO-008723,1,2019-08-24,8
WO-008726,1,2019-09-09,7
WO-008727,1,2019-08-29,8
WO-008730,1,2019-09-02,10
WO-008731,1,2019-09-09,10
WO-008732,1,2019-08-19,7
WO-008735,1,2019-09-06,7
WO-008739,1,2019-09-21,5
WO-008741,1,2019-09-09,9
WO-008746,1,2019-08-22,10
WO-008747,1,2019-08-20,6
WO-008747,2,2019-09-17,6
WO-008755,1,2019-08-27,8
WO-008756,1,2019-09-02,8
WO-008758,1,2019-09-01,6
WO-008759,1,2019-09-12,9
WO-008760,1,2019-08-25,7
WO-008763,1,2019-09-03,8
WO-008767,1,2019-08-30,9
WO-008770,1,2019-09-07,8
WO-008771,1,2019-09-07,7
WO-008774,1,2019-09-03,6
WO-008776,1,2019-08-25,8
WO-008777,1,2019-09-09,8
WO-008778,1,2019-09-12,6
WO-008780,1,2019-09-06,10
WO-008785,1,2019-09-21,6
WO-008786,1,2019-09-18,8
WO-008789,1,2019-09-19,7
WO-008790,1,2019-09-18,10
WO-008792,1,2019-09-10,6
WO-008794,1,2019-09-14,8
WO-008798,1,2019-09-20,3
WO-008798,2,2019-10-08,6
WO-008800,1,2019-09-03,9
WO-008801,1,2019-09-11,6
WO-008803,1,2019-09-06,10
WO-008804,1,2019-09-25,2
WO-008804,2,2019-10-07,6
WO-008805,1,2019-09-12,5
WO-008805,2,2019-09-22,9
WO-008806,1,2019-10-06,5
WO-008809,1,2019-09-09,5
WO-008812,1,2019-09-09,9
WO-008812,2,2019-10-04,9
WO-008814,1,2019-09-20,5
WO-008814,2,2019-10-14,9
WO-008815,1,2019-09-16,9
WO-008816,1,2019-09-09,6
WO-008818,1,2019-09-20,2
WO-008818,2,2019-10-01,8
WO-008820,1,2019-09-09,7
WO-008822,1,2019-09-12,8
WO-008824,1,2019-09-23,8
WO-008828,1,2019-08-27,9
WO-008829,1,2019-09-13,8
WO-008830,1,2019-09-13,6
WO-008831,1,2019-09-12,2
WO-008831,2,2019-09-28,5
WO-008833,1,2019-09-17,8
WO-008834,1,2019-09-18,9
WO-008836,1,2019-09-12,6
WO-008837,1,2019-09-05,10
WO-008839,1,2019-09-08,7
WO-008840,1,2019-09-13,9
WO-008841,1,2019-09-02,8
WO-008842,1,2019-09-08,10
WO-008843,1,2019-09-09,7
WO-008844,1,2019-09-27,9
WO-008850,1,2019-09-14,8
WO-008851,1,2019-09-17,6
WO-008854,1,2019-10-02,4
WO-008854,2,2019-10-15,7
WO-008855,1,2019-09-19,9
WO-008856,1,2019-09-30,6
WO-008858,1,2019-09-18,8
WO-008863,1,2019-09-08,8
WO-008864,1,2019-09-30,6
WO-008866,1,2019-09-24,6
WO-008868,1,2019-09-24,6
WO-008870,1,2019-09-03,8
WO-008871,1,2019-09-28,8
WO-008871,2,2019-10-06,8
WO-008872,1,2019-09-14,9
WO-008874,1,2019-09-18,4
WO-008874,2,2019-09-25,8
WO-008876,1,2019-09-23,9
WO-008877,1,2019-09-22,10
WO-008878,1,2019-09-11,5
WO-008878,2,2019-10-09,7
WO-008879,1,2019-09-07,7
WO-008881,1,2019-09-26,5
WO-008881,2,2019-10-04,10
WO-008882,1,2019-09-02,10
WO-008883,1,2019-09-17,9
WO-008885,1,2019-09-10,7
WO-008886,1,2019-09-19,7
WO-008888,1,2019-09-16,7
WO-008888,2,2019-10-03,7
WO-008895,1,2019-10-07,6
WO-008897,1,2019-09-18,9
WO-008900,1,2019-09-15,7
WO-008901,1,2019-09-05,6
WO-008902,1,2019-09-22,9
WO-008904,1,2019-09-10,8
WO-008905,1,2019-09-12,8
WO-008906,1,2019-10-02,5
WO-008906,2,2019-10-22,9
WO-008907,1,2019-09-18,6
WO-008908,1,2019-09-11,9
WO-008912,1,2019-09-30,7
WO-008915,1,2019-09-19,10
WO-008916,1,2019-09-21,7
WO-008919,1,2019-09-16,9
WO-008922,1,2019-09-25,8
WO-008924,1,2019-09-10,8
WO-008925,1,2019-09-25,6
WO-008926,1,2019-09-17,7
WO-008928,1,2019-09-26,6
WO-008931,1,2019-09-12,9
WO-008932,1,2019-09-24,6
WO-008935,1,2019-09-10,8
WO-008937,1,2019-10-01,8
WO-008938,1,2019-09-14,8
WO-008941,1,2019-09-11,6
WO-008946,1,2019-10-09,5
WO-008946,2,2019-11-03,8
WO-008950,1,2019-09-08,7
WO-008951,1,2019-09-25,9
WO-008952,1,2019-09-27,7
WO-008953,1,2019-09-28,7
WO-008955,1,2019-09-29,8
WO-008956,1,2019-09-17,9
WO-008956,2,2019-10-16,9
WO-008958,1,2019-09-23,8
WO-008964,1,2019-10-17,5
WO-008964,2,2019-11-07,7
WO-008967,1,2019-09-28,9
WO-008973,1,2019-09-14,9
WO-008974,1,2019-10-04,6
WO-008976,1,2019-09-27,10
WO-008977,1,2019-09-26,6
WO-008979,1,2019-09-21,8
WO-008980,1,2019-09-17,10
WO-008981,1,2019-09-15,6
WO-008983,1,2019-09-18,8
WO-008985,1,2019-09-17,10
WO-008986,1,2019-09-17,8
WO-008987,1,2019-09-16,9
WO-008989,1,2019-09-13,7
WO-008990,1,2019-09-23,7
WO-008992,1,2019-09-22,7
WO-008993,1,2019-09-20,10
WO-008997,1,2019-10-08,9
WO-008998,1,2019-09-30,6
WO-009000,1,2019-10-07,10
WO-009001,1,2019-09-28,10
WO-009002,1,2019-09-30,7
WO-009004,1,2019-09-14,7
WO-009005,1,2019-10-14,2
WO-009008,1,2019-09-24,3
WO-009009,1,2019-09-19,9
WO-009010,1,2019-09-25,7
WO-009011,1,2019-09-29,8
WO-009013,1,2019-10-04,2
WO-009013,2,2019-10-19,7
WO-009014,1,2019-09-26,10
WO-009015,1,2019-09-19,9
WO-009016,1,2019-09-24,9
WO-009017,1,2019-10-20,4
WO-009018,1,2019-09-27,8
WO-009019,1,2019-10-14,5
WO-009019,2,2019-11-01,6
WO-009024,1,2019-09-24,10
WO-009026,1,2019-09-20,10
WO-009027,1,2019-09-24,7
WO-009028,1,2019-09-29,7
WO-009029,1,2019-10-01,9
WO-009029,2,2019-10-21,8
WO-009030,1,2019-10-18,9
WO-009032,1,2019-10-03,7
WO-009034,1,2019-10-15,5
WO-009034,2,2019-11-06,9
WO-009037,1,2019-09-26,8
WO-009038,1,2019-10-01,10
WO-009039,1,2019-10-04,4
WO-009039,2,2019-10-24,6
WO-009042,1,2019-10-06,7
WO-009043,1,2019-09-25,9
WO-009044,1,2019-09-25,7
WO-009046,1,2019-10-05,8
WO-009048,1,2019-09-29,7
WO-009050,1,2019-09-23,10
WO-009052,1,2019-09-27,8
WO-009055,1,2019-09-16,8
WO-009056,1,2019-09-26,8
WO-009057,1,2019-10-02,8
WO-009059,1,2019-10-06,9
WO-009062,1,2019-09-24,7
WO-009064,1,2019-09-30,7
WO-009068,1,2019-10-03,6
WO-009072,1,2019-10-01,7
WO-009074,1,2019-10-09,7
WO-009076,1,2019-10-17,8
WO-009080,1,2019-10-24,10
WO-009081,1,2019-10-06,7
WO-009083,1,2019-10-08,3
WO-009083,2,2019-11-03,8
WO-009085,1,2019-10-04,5
WO-009090,1,2019-09-24,7
WO-009091,1,2019-10-12,5
WO-009091,2,2019-10-25,7
WO-009095,1,2019-10-09,9
WO-009096,1,2019-09-26,8
WO-009099,1,2019-10-05,9
WO-009100,1,2019-10-08,8
WO-009102,1,2019-10-10,8
WO-009103,1,2019-10-16,8
WO-009105,1,2019-10-13,8
WO-009110,1,2019-10-09,10
WO-009112,1,2019-10-06,7
WO-009113,1,2019-09-30,5
WO-009113,2,2019-10-24,8
WO-009115,1,2019-10-14,7
WO-009116,1,2019-09-27,10
WO-009117,1,2019-10-10,6
WO-009118,1,2019-10-10,9
WO-009119,1,2019-09-29,9
WO-009121,1,2019-10-09,7
WO-009125,1,2019-10-03,8
WO-009130,1,2019-10-04,10
WO-009131,1,2019-10-10,7
WO-009134,1,2019-10-17,9
WO-009135,1,2019-10-19,6
WO-009136,1,2019-10-23,10
WO-009137,1,2019-09-30,10
WO-009138,1,2019-10-19,6
WO-009139,1,2019-10-30,6
WO-009140,1,2019-09-29,8
WO-009143,1,2019-10-08,9
WO-009144,1,2019-10-24,8
WO-009145,1,2019-10-08,8
WO-009149,1,2019-10-04,7
WO-009150,1,2019-10-16,5
WO-009151,1,2019-10-19,8
WO-009157,1,2019-10-07,7
WO-009160,1,2019-10-13,8
WO-009163,1,2019-10-05,9
WO-009167,1,2019-10-11,8
WO-009168,1,2019-10-18,9
WO-009169,1,2019-10-22,10
WO-009170,1,2019-10-24,4
WO-009171,1,2019-10-04,8
WO-009172,1,2019-10-09,10
WO-009173,1,2019-10-28,7
WO-009174,1,2019-10-26,8
WO-009176,1,2019-10-22,9
WO-009179,1,2019-10-14,7
WO-009183,1,2019-10-22,8
WO-009184,1,2019-10-25,5
WO-009184,2,2019-11-19,7
WO-009187,1,2019-10-15,8
WO-009188,1,2019-10-29,6
WO-009189,1,2019-10-15,7
WO-009191,1,2019-10-25,6
WO-009192,1,2019-10-08,10
WO-009196,1,2019-10-15,9
WO-009199,1,2019-10-11,5
WO-009200,1,2019-10-14,6
WO-009201,1,2019-11-06,2
WO-009201,2,2019-12-02,4
WO-009202,1,2019-10-15,8
WO-009203,1,2019-10-27,6
WO-009204,1,2019-10-13,5
WO-009204,2,2019-11-03,9
WO-009205,1,2019-10-05,9
WO-009209,1,2019-10-11,8
WO-009212,1,2019-10-22,9
WO-009214,1,2019-11-03,8
WO-009215,1,2019-11-01,10
WO-009216,1,2019-10-29,10
WO-009218,1,2019-10-13,10
WO-009220,1,2019-10-14,8
WO-009221,1,2019-10-18,7
WO-009224,1,2019-10-12,10
WO-009225,1,2019-10-20,10
WO-009226,1,2019-10-21,7
WO-009227,1,2019-10-29,8
WO-009228,1,2019-10-16,10
WO-009229,1,2019-10-23,10
WO-009230,1,2019-11-12,6
WO-009231,1,2019-10-25,9
WO-009232,1,2019-10-16,7
WO-009235,1,2019-10-24,8
WO-009236,1,2019-10-15,8
WO-009237,1,2019-10-28,9
WO-009238,1,2019-10-19,8
WO-009243,1,2019-10-27,7
WO-009245,1,2019-10-20,8
WO-009246,1,2019-10-20,8
WO-009248,1,2019-10-18,6
WO-009250,1,2019-10-25,7
WO-009253,1,2019-11-12,4
WO-009253,2,2019-11-27,6
WO-009254,1,2019-11-06,9
WO-009255,1,2019-10-31,9
WO-009256,1,2019-11-24,5
WO-009256,2,2019-12-20,7
WO-009258,1,2019-10-26,7
WO-009260,1,2019-10-23,8
WO-009263,1,2019-10-23,8
WO-009266,1,2019-11-06,4
WO-009266,2,2019-11-23,6
WO-009267,1,2019-10-28,7
WO-009269,1,2019-10-29,8
WO-009271,1,2019-11-01,5
WO-009271,2,2019-11-17,9
WO-009276,1,2019-10-31,9
WO-009278,1,2019-10-14,8
WO-009284,1,2019-10-28,7
WO-009287,1,2019-11-23,6
WO-009287,2,2019-12-18,7
WO-009289,1,2019-10-16,9
WO-009289,2,2019-11-12,8
WO-009290,1,2019-11-04,6
WO-009291,1,2019-10-30,10
WO-009294,1,2019-11-02,6
WO-009295,1,2019-10-20,9
WO-009296,1,2019-10-20,9
WO-009297,1,2019-11-01,6
WO-009300,1,2019-10-17,6
WO-009302,1,2019-10-16,8
WO-009305,1,2019-11-01,8
WO-009306,1,2019-11-16,8
WO-009307,1,2019-11-04,9
WO-009310,1,2019-11-04,10
WO-009313,1,2019-11-10,9
WO-009314,1,2019-10-27,2
WO-009316,1,2019-11-08,7
WO-009318,1,2019-11-19,2
WO-009318,2,2019-11-27,6
WO-009322,1,2019-11-02,7
WO-009330,1,2019-11-08,7
WO-009333,1,2019-10-17,7
WO-009334,1,2019-10-26,7
WO-009339,1,2019-10-26,7
WO-009340,1,2019-10-25,8
WO-009341,1,2019-10-22,8
WO-009344,1,2019-11-11,7
WO-009346,1,2019-11-22,3
WO-009346,2,2019-12-15,6
WO-009347,1,2019-11-05,6
WO-009348,1,2019-11-12,10
WO-009351,1,2019-11-14,7
WO-009352,1,2019-11-05,7
WO-009353,1,2019-11-09,7
WO-009355,1,2019-10-28,10
WO-009357,1,2019-11-12,10
WO-009358,1,2019-10-28,9
WO-009361,1,2019-11-12,8
WO-009364,1,2019-11-23,1
WO-009364,2,2019-12-14,4
WO-009365,1,2019-11-19,7
WO-009373,1,2019-10-31,5
WO-009374,1,2019-11-08,10
WO-009378,1,2019-11-06,10
WO-009381,1,2019-11-02,8
WO-009384,1,2019-11-19,3
WO-009384,2,2019-11-29,5
WO-009385,1,2019-11-02,7
WO-009386,1,2019-11-11,7
WO-009389,1,2019-11-08,9
WO-009390,1,2019-11-23,6
WO-009391,1,2019-11-08,9
WO-009394,1,2019-11-03,9
WO-009395,1,2019-11-15,9
WO-009399,1,2019-11-12,10
WO-009402,1,2019-10-27,8
WO-009403,1,2019-10-27,9
WO-009406,1,2019-11-12,10
WO-009408,1,2019-11-01,7
WO-009410,1,2019-11-15,7
WO-009414,1,2019-12-02,4
WO-009414,2,2019-12-30,7
WO-009417,1,2019-10-31,8
WO-009418,1,2019-11-19,7
WO-009420,1,2019-11-11,8
WO-009421,1,2019-11-23,4
WO-009421,2,2019-12-10,9
WO-009424,1,2019-11-10,10
WO-009425,1,2019-11-04,7
WO-009426,1,2019-11-21,4
WO-009426,2,2019-12-20,7
WO-009427,1,2019-11-22,6
WO-009430,1,2019-11-16,8
WO-009432,1,2019-11-23,6
WO-009433,1,2019-11-13,9
WO-009437,1,2019-11-13,5
WO-009437,2,2019-12-07,8
WO-009439,1,2019-11-16,9
WO-009440,1,2019-11-26,7
WO-009442,1,2019-11-17,9
WO-009447,1,2019-11-20,9
WO-009451,1,2019-11-09,8
WO-009453,1,2019-11-11,7
WO-009454,1,2019-11-22,6
WO-009456,1,2019-11-09,9
WO-009459,1,2019-11-15,9
WO-009461,1,2019-11-14,6
WO-009465,1,2019-11-28,3
WO-009466,1,2019-11-25,7
WO-009468,1,2019-11-21,7
WO-009471,1,2019-11-01,7
WO-009472,1,2019-11-25,6
WO-009472,2,2019-12-23,5
WO-009473,1,2019-11-13,7
WO-009475,1,2019-11-14,7
WO-009479,1,2019-11-21,7
WO-009480,1,2019-11-13,6
WO-009482,1,2019-11-16,9
WO-009485,1,2019-12-04,9
WO-009487,1,2019-11-21,8
WO-009488,1,2019-11-22,10
WO-009490,1,2019-11-06,7
WO-009503,1,2019-11-27,8
WO-009503,2,2019-12-10,6
WO-009511,1,2019-12-13,2
WO-009526,1,2019-11-25,7
WO-009527,1,2019-12-05,8
WO-009530,1,2019-11-23,5
WO-009530,2,2019-12-07,8
WO-009533,1,2019-11-23,7
WO-009540,1,2019-12-02,7
WO-009540,2,2019-12-19,8
WO-009559,1,2019-11-21,7
